"","super_opeid","cohort","name","type","tier","tier_name","iclevel","region","state","cz","czname","cfips","county","multi","count","female","married","mr_kq5_pq1","mr_ktop1_pq1","par_mean","par_median","par_rank","par_q1","par_q2","par_q3","par_q4","par_q5","par_top10pc","par_top5pc","par_top1pc","par_toppt1pc","k_rank","k_mean","k_median","k_median_nozero","k_0inc","k_q1","k_q2","k_q3","k_q4","k_q5","k_top10pc","k_top5pc","k_top1pc","k_rank_cond_parq1","k_rank_cond_parq2","k_rank_cond_parq3","k_rank_cond_parq4","k_rank_cond_parq5","kq1_cond_parq1","kq2_cond_parq1","kq3_cond_parq1","kq4_cond_parq1","kq5_cond_parq1","kq1_cond_parq2","kq2_cond_parq2","kq3_cond_parq2","kq4_cond_parq2","kq5_cond_parq2","kq1_cond_parq3","kq2_cond_parq3","kq3_cond_parq3","kq4_cond_parq3","kq5_cond_parq3","kq1_cond_parq4","kq2_cond_parq4","kq3_cond_parq4","kq4_cond_parq4","kq5_cond_parq4","kq1_cond_parq5","kq2_cond_parq5","kq3_cond_parq5","kq4_cond_parq5","kq5_cond_parq5","ktop1pc_cond_parq1","ktop1pc_cond_parq2","ktop1pc_cond_parq3","ktop1pc_cond_parq4","ktop1pc_cond_parq5"
"1",30955,1991,"ASA Institute Of Business & Computer Technology","Private For-profit","Two-year for-profit","Two-year for-profit","Two-year","Northeast","NY",19400,"New York",36047,"Kings",0,954,0.569359839,0.059579868,0.047728721,0,32356.42773,24200,0.294834942,0.400489259,0.305665303,0.2043008,0.067084045,0.022460593,0.006048861,0.002508412,0.000590142,6.91e-06,0.462996673,11527.09277,9700,11200,0.155159965,0.160288128,0.266551861,0.270788626,0.181228605,0.12114278,0.038124468,0.010351647,0.000455912,0.461967707,0.447367638,0.483128756,0.470316976,0.489054203,0.154232739,0.280151174,0.273192455,0.173247599,0.119176033,0.171193233,0.251187759,0.313019711,0.155183445,0.109415853,0.159134075,0.255226556,0.200345815,0.25546681,0.129826744,0.140288237,0.279782021,0.296353596,0.135773204,0.147802942,0.190084922,0.296654817,0.217594851,0.138478916,0.157186494,0,0.000298562,0,0.000672074,0.014227887
"2",3537,1991,"Abilene Christian University","Private Non-profit","Selective private","Selective private","Four-year","South","TX",32501,"Abilene",48441,"Taylor",0,777,0.555651128,0.19501403,0.007797785,0.001321237,178068.4844,117000,0.745166481,0.036920667,0.064090306,0.117116607,0.23917198,0.54270044,0.335053802,0.187990636,0.034672361,0.00039525,0.551808649,17040.39063,13800,15500,0.074061416,0.08945077,0.282127035,0.167378657,0.21205567,0.248987869,0.141679719,0.084692754,0.015837661,0.481090218,0.565409124,0.537071884,0.540981829,0.562965274,0.070077028,0.345262397,0.246514957,0.126941831,0.211203787,0.046873704,0.289081498,0.142255812,0.275514581,0.246274405,0.047235105,0.335574407,0.15612546,0.287567052,0.173497977,0.070373288,0.280060981,0.219919741,0.168848247,0.260797744,0.113314807,0.266386959,0.144235037,0.213098099,0.262965099,0.035785839,0.019600263,0.022622244,0.001081949,0.019075026
"3",1541,1991,"Abraham Baldwin Agricultural College","Public","Nonselective four-year public","Nonselective four-year public","Four-year","South","GA",8503,"Valdosta",13277,"Tift",0,824,0.508431435,0.163582861,0.020099146,0,80548.48438,49600,0.505506754,0.161569532,0.239271685,0.213098154,0.218650437,0.167410192,0.070444696,0.029857485,0.007144425,0.001270661,0.527401489,14645.43164,12600,14800,0.122952625,0.126189508,0.225681196,0.227236478,0.222293127,0.19859969,0.092261523,0.035973281,0.001694154,0.509554923,0.513270795,0.537353516,0.554204285,0.517147243,0.125891444,0.239245239,0.225072081,0.285391881,0.124399355,0.142819783,0.219251216,0.272816551,0.192227436,0.172885014,0.156749355,0.192176756,0.180251686,0.271443741,0.199378462,0.108872888,0.225868915,0.207700728,0.20649715,0.251060319,0.086425167,0.264183423,0.249502463,0.162433718,0.237455229,0,0,0,0.005105138,0.003452082
"4",7531,1991,"Academy Of Art University","Private For-profit","Four-year for-profit","Four-year for-profit","Four-year","West","CA",37800,"San Francisco",6075,"San Francisco",0,1302,0.587343037,0.051177174,0.017692579,8.66e-05,121805.7734,66500,0.58358717,0.125515487,0.172041499,0.197630802,0.225671072,0.279141139,0.170003742,0.09576907,0.022093808,0.002364655,0.455894908,12294.34082,9400,13400,0.215188831,0.218580211,0.244027219,0.198374638,0.192633693,0.146384238,0.064295784,0.029114788,0.009533347,0.448601723,0.455079734,0.438966066,0.466438264,0.463138491,0.261407534,0.190938496,0.230378996,0.176315644,0.14095933,0.199501471,0.263780768,0.208182546,0.181746097,0.146789118,0.241334079,0.26958892,0.188688817,0.172007691,0.128380492,0.186257452,0.242770407,0.217876701,0.225293334,0.127802107,0.221103269,0.238642393,0.169030184,0.194880885,0.176343269,0.000690222,0.008680648,0,0.004146121,0.02514005
"5",1345,1991,"Adams State University","Public","Selective public","Selective public","Four-year","West","CO",34805,"Alamosa",8003,"Alamosa",0,461,0.485729963,0.176515698,0.029264545,0.002239244,79260.41406,60500,0.540941298,0.115817723,0.188721046,0.226037827,0.291559706,0.177863698,0.072743289,0.033278767,0.001067035,5.89e-05,0.513267405,13781.90332,11600,12800,0.083948009,0.085716213,0.298772729,0.23072335,0.21352508,0.171262627,0.064227171,0.024230802,0.002404909,0.492877036,0.507285535,0.507364988,0.539348483,0.497639984,0.130365856,0.313233682,0.193970667,0.109752189,0.252677606,0.062334397,0.287262775,0.245070221,0.244259502,0.161073104,0.088921129,0.289369459,0.271725514,0.193792008,0.15619189,0.06750138,0.277989661,0.214307837,0.261154489,0.179046633,0.107236624,0.347587276,0.214233857,0.195489428,0.135452815,0.019334207,0.000430946,0,0,0.000474162
"6",2666,1991,"Adelphi University","Private Non-profit","Selective private","Selective private","Four-year","Northeast","NY",19400,"New York",36059,"Nassau",0,949,0.694509149,0.045243345,0.009710522,0,165345.6094,105200,0.707249761,0.052999872,0.095328182,0.150354127,0.222751476,0.478566343,0.265588105,0.109033547,0.022617454,0.005258826,0.54234647,17517.58984,12400,15000,0.122216955,0.12464881,0.231247344,0.213467106,0.167625639,0.263011101,0.154986665,0.095387839,0.029777332,0.484307081,0.539848685,0.568403482,0.544672191,0.540002704,0.105136275,0.248977265,0.249698038,0.212970588,0.183217836,0.162391491,0.204714214,0.169673323,0.183493681,0.279727292,0.119273198,0.195007164,0.2186999,0.153251185,0.313768553,0.11682358,0.26993491,0.201818602,0.156774604,0.254648303,0.12462279,0.22794753,0.221955993,0.169009761,0.256463926,0,0.044044426,0.035021723,0.032933639,0.027116365
"7",2860,1991,"Adirondack Community College - SUNY Office Of Community Colleges","Public","Two-year (public and private not-for-profit)","Two-year (public and private not-for-profit)","Two-year","Northeast","NY",18600,"Albany",36113,"Warren",0,767,0.529363811,0.0850624,0.021946239,5.36e-05,76548.28125,62100,0.549966514,0.131928974,0.156393787,0.246264125,0.305192922,0.160220192,0.041516773,0.017129596,0.001718971,0,0.580286713,16580.6543,15800,17100,0.07242313,0.08178524,0.18284017,0.22981268,0.275135517,0.230426392,0.096181482,0.03078822,0.001899947,0.546536148,0.561864972,0.57970494,0.622006476,0.547484457,0.09828589,0.247453363,0.24045054,0.247461312,0.166348895,0.082597384,0.232624257,0.193496284,0.272346549,0.218935526,0.079678302,0.176788,0.229427518,0.303067666,0.211038515,0.072086298,0.125077611,0.227730129,0.279836818,0.295269144,0.089118796,0.200371562,0.261061228,0.248757547,0.200690868,0.000406186,0,0.000204368,0.004800604,0.002065413
"8",2234,1991,"Adrian College","Private Non-profit","Selective private","Selective private","Four-year","Midwest","MI",11500,"Jackson",26091,"Lenawee",0,360,0.492804885,0.055539574,0.016754458,6.14e-05,91591.71094,87600,0.646080911,0.075582987,0.090359059,0.171189197,0.329389261,0.333479496,0.124140345,0.031800922,0,0,0.546099003,15551.01855,12900,13600,0.053552158,0.052227357,0.284169058,0.247030809,0.216337532,0.200235244,0.085117742,0.044724505,0.010856286,0.519030273,0.550533772,0.553966463,0.552344978,0.540824413,0.070610597,0.341337321,0.259102128,0.107280263,0.221669692,0.038652043,0.311961258,0.242232918,0.223861458,0.183292323,0.031411232,0.340147171,0.240004553,0.160544318,0.227892726,0.050408524,0.278402287,0.20325426,0.270573438,0.197361491,0.064221474,0.240641461,0.29244137,0.214086988,0.188608707,0.000812967,0,0.016516621,0.007903958,0.016084627
"9",11484,1991,"Advanced Institute Of Hair Design","Private For-profit","Two-year for-profit","Two-year for-profit","Two-year","Midwest","WI",24100,"Milwaukee",55079,"Milwaukee",0,128,0.941837072,0.082643822,0.023741644,0.000224588,76438.91406,81700,0.601250172,0.053777994,0.128494928,0.237929556,0.383647584,0.196149937,0.038872495,0.027412722,0,0,0.599006639,17143.88281,17500,18800,0.082974449,0.082256988,0.12840433,0.195992395,0.389641031,0.203705256,0.046336707,0.037860312,0.001048064,0.620241702,0.669441462,0.493240625,0.61440599,0.645218432,0.075355209,0.232545427,0,0.250624291,0.441475074,0.066112664,0.026760282,0.299425889,0.226124889,0.381576276,0.132797969,0.167237128,0.293943118,0.270675011,0.135346774,0.069814984,0.109111649,0.199614027,0.503540073,0.117919268,0.057754198,0.157067941,0.056071864,0.456403613,0.272702384,0.004176207,0,0.003461007,0,0
"10",31275,1991,"Advanced Technology Institute","Private For-profit","Two-year for-profit","Two-year for-profit","Two-year","South","VA",2000,"Virginia Beach",51810,"Virginia Beach City",0,235,0.022204425,0.058536362,0.047362297,0.004253514,64814.83594,39500,0.441942006,0.226639414,0.265177901,0.229036996,0.19119436,0.087951329,0.044107147,0.011193491,0.004044187,0,0.602121471,18595.30664,16600,18300,0.075900026,0.078894439,0.187857279,0.19048983,0.229965804,0.312792648,0.173318505,0.082088366,0.004366035,0.540475905,0.58973521,0.587891281,0.687287092,0.650238216,0.09434116,0.279404847,0.225146288,0.19213127,0.208976436,0.082774225,0.213945651,0.145541181,0.279746364,0.277992579,0.079535289,0.219163681,0.178332392,0.201785861,0.321182776,0.047735075,0.067364616,0.180766089,0.278550134,0.425584085,0.093459849,0.053701789,0.289504783,0.145138108,0.418195471,0.01876776,0,2.03e-05,0,0.001226427
"11",31155,1991,"Adventist University Of Health Sciences","Private Non-profit","Nonselective four-year private not-for-profit","Nonselective four-year private not-for-profit","Four-year","South","FL",7400,"Orlando",12095,"Orange",0,119,0.805496573,0.15125218,0.025360527,0,80729.125,60200,0.552569747,0.100673439,0.15857199,0.285397246,0.278047187,0.177310138,0.05762453,0.033432178,0.008947085,6.2e-06,0.621727343,20681.26758,16800,16900,0.025514489,0.025522924,0.252859687,0.193295675,0.225923064,0.302398651,0.252033919,0.152210757,8.29e-05,0.667177022,0.629754782,0.593534291,0.610398173,0.651887834,0.002099394,0.249642295,0.162345764,0.334003731,0.251908816,0.052846771,0.1577836,0.155339522,0.369698086,0.264332019,0.030015887,0.265896168,0.236560912,0.115072134,0.352454899,0.000272544,0.273536241,0.243579969,0.271754615,0.210856631,0.046750407,0.286307727,0.096321134,0.142530609,0.428090122,0,0.0005229,0,0,0
"12",1542,1991,"Agnes Scott College","Private Non-profit","Highly selective private","Highly selective private","Four-year","South","GA",9100,"Atlanta",13089,"DeKalb",0,191,0.974487543,0.039906006,0.009033848,0,99068.14844,63600,0.626397848,0.08852427,0.136069994,0.225141401,0.204437357,0.345826978,0.222247601,0.117694065,0.002127697,0.000257137,0.491342685,12986.54395,9600,12300,0.124001905,0.132196128,0.273288843,0.290491152,0.150507105,0.153516772,0.066757493,0.038611047,0.005264732,0.495413721,0.507135689,0.484495878,0.49145624,0.488476932,0.123234147,0.285347146,0.241560409,0.247808901,0.102049397,0.067131243,0.345063293,0.312911357,0.088434526,0.186459581,0.155725925,0.267432254,0.281247974,0.13256119,0.163032658,0.182090504,0.13974295,0.340950785,0.173180753,0.164035008,0.115277049,0.324720716,0.270382915,0.148302744,0.141316577,0,0,0.023171638,0.000233991,0
"13",10056,1991,"Aiken Technical College","Public","Two-year (public and private not-for-profit)","Two-year (public and private not-for-profit)","Two-year","South","SC",8401,"Aiken",45003,"Aiken",0,702,0.53482759,0.164279982,0.018080301,5.09e-05,58179.09375,52900,0.499082536,0.169105702,0.22073529,0.218852199,0.265874809,0.125432,0.036840778,0.009186801,0.002211508,0.000225263,0.531309115,14882.24609,13600,14300,0.096428417,0.104875279,0.221467304,0.272004701,0.235480872,0.166171843,0.072517321,0.037916735,0.002232732,0.513318956,0.497589171,0.52769798,0.56624037,0.5471614,0.126978149,0.201318762,0.273343594,0.291442337,0.106917158,0.099574019,0.271933665,0.310731612,0.186771959,0.130988744,0.122911719,0.199417269,0.25719379,0.285381371,0.13509585,0.096519879,0.195328078,0.269989699,0.214016877,0.224145466,0.070646612,0.2536998,0.232161027,0.204183241,0.239309321,0.000301225,0,0.000119764,0.005134898,0.006300963
"14",7582,1991,"Aims Community College","Public","Two-year (public and private not-for-profit)","Two-year (public and private not-for-profit)","Two-year","West","CO",28800,"Fort Collins",8123,"Weld",0,953,0.509246051,0.198050633,0.027161432,0.002097124,67249.67969,57500,0.533219516,0.126246787,0.190025542,0.252743725,0.26529682,0.165687127,0.050843451,0.016979208,0.001544174,0,0.611921361,20263.28125,16900,18600,0.07683102,0.078236912,0.161086124,0.205630955,0.265161103,0.289884906,0.166546956,0.092631496,0.028208597,0.571245372,0.585694671,0.622730434,0.636756539,0.61673969,0.126840255,0.203417707,0.176619582,0.277976928,0.215145528,0.107683863,0.177591664,0.196953143,0.240908246,0.276863085,0.067568424,0.161714755,0.216657448,0.243968146,0.310091227,0.064332437,0.119338957,0.210362645,0.28985317,0.316112791,0.045968368,0.175787372,0.2132925,0.276003016,0.288948743,0.016611308,0.028819427,0.033298614,0.028733763,0.027739355
"15",1002,1991,"Alabama Agricultural & Mechanical University","Public","Selective public","Selective public","Four-year","South","AL",6000,"Huntsville",1089,"Madison",0,867,0.490244091,0.032631524,0.018281122,0.001188701,48446.10156,36200,0.419678628,0.185582705,0.325118553,0.242161613,0.152522821,0.094614308,0.03001694,0.011919312,0,0,0.495292425,13331.49414,10800,11600,0.085354537,0.086593353,0.287235206,0.302834798,0.207083598,0.116253044,0.044576667,0.023571571,0.00931523,0.478405625,0.489923656,0.515792966,0.502542436,0.48270604,0.088108163,0.289513532,0.293550133,0.230321569,0.098506602,0.099379807,0.27289311,0.333028857,0.182593741,0.112104485,0.052192852,0.294527579,0.323168275,0.197056693,0.133054601,0.117011603,0.256317277,0.25813772,0.271346087,0.097187314,0.078695681,0.363226047,0.237303078,0.16772567,0.153049524,0.006405238,0.003865234,0.019105567,0.000393025,0.023075673
"16",1034,1991,"Alabama Southern Community College","Public","Two-year (public and private not-for-profit)","Two-year (public and private not-for-profit)","Two-year","South","AL",11002,"Atmore",1099,"Monroe",0,368,0.560331881,0.193694279,0.042514425,8.76e-06,48249.78906,32600,0.411086321,0.276841125,0.264517599,0.1991696,0.164126867,0.09534481,0.027009949,0,0,0,0.52022494,16091.09961,11800,14200,0.143150449,0.142789629,0.197824526,0.261247286,0.198046627,0.200091933,0.127590016,0.081848063,0.02479974,0.482812256,0.531098545,0.534974277,0.579586506,0.465692997,0.168515078,0.202786629,0.26180567,0.213322865,0.153569759,0.131656011,0.229420354,0.299635824,0.182298076,0.156989734,0.125472052,0.169864441,0.269843165,0.19270713,0.242113212,0.092285635,0.190048469,0.209800909,0.211018304,0.296846682,0.222095178,0.16755221,0.223727333,0.186206892,0.200418387,3.16e-05,0.019121812,0.017216739,0.066391862,0.056711885
"17",1005,1991,"Alabama State University","Public","Selective public","Selective public","Four-year","South","AL",11101,"Montgomery",1101,"Montgomery",0,1067,0.544665098,0.031202011,0.026472638,0,43543.95313,30300,0.36164692,0.285727256,0.330089813,0.228052167,0.108045551,0.048085214,0.002740893,0.001399467,0,0,0.497077292,12670.42285,11000,11800,0.075225666,0.080041974,0.274037238,0.314428417,0.226558121,0.10493425,0.043370899,0.009542703,0.001070744,0.49029547,0.496320367,0.505351424,0.517776608,0.456819624,0.10273977,0.25354024,0.310871487,0.240198475,0.092650028,0.067817893,0.292341751,0.304237889,0.241163736,0.094438732,0.05486973,0.261052395,0.390743108,0.190117199,0.103217567,0.078559762,0.292890613,0.225462349,0.243761743,0.159325533,0.15179785,0.289397809,0.243486829,0.179414117,0.135903394,0,3.26e-05,0,0.008057147,0.003939833
"18",5463,1991,"Alamance Community College","Public","Two-year (public and private not-for-profit)","Two-year (public and private not-for-profit)","Two-year","South","NC",500,"Greensboro",37001,"Alamance",0,834,0.555951595,0.149865791,0.021729113,0,62551.89063,48800,0.48866114,0.163281885,0.227231001,0.239980385,0.250022951,0.119483778,0.037833851,0.016893465,0.000944341,0,0.53365403,14758.30273,13400,15300,0.11459408,0.118151725,0.202106948,0.241412407,0.257611582,0.180717339,0.06438183,0.019044304,0.001240074,0.495034546,0.515823185,0.567109227,0.547568679,0.524029374,0.135036997,0.257328378,0.253360903,0.221196421,0.133077302,0.114096952,0.192186895,0.262860097,0.282676386,0.148179669,0.116994106,0.174571319,0.203243059,0.279543044,0.225648472,0.108833319,0.200980052,0.244426131,0.241640489,0.20412001,0.124612288,0.203171905,0.25465137,0.249078661,0.168485776,0,0,0.004922432,0.000235127,0
"19",37,1991,"Alamo Community College District","Public","Two-year (public and private not-for-profit)","Two-year (public and private not-for-profit)","Two-year","South","TX",31301,"San Antonio",48029,"Bexar",1,9869,0.512709022,0.130413175,0.032981915,0.00099647,61719.23828,43500,0.468780667,0.187851488,0.24496992,0.227420991,0.20795361,0.131803991,0.045712963,0.015952559,0.002128492,5.73e-05,0.546537962,15771.01953,14200,16100,0.116449751,0.120431722,0.186108592,0.228440096,0.263030717,0.201988873,0.080624498,0.036785603,0.007425965,0.522775531,0.55187881,0.560132444,0.561494887,0.523423672,0.144236019,0.197144177,0.226072802,0.256972587,0.175574415,0.122578547,0.166741225,0.237512559,0.271618222,0.201549447,0.114134985,0.169091443,0.223803202,0.278324825,0.214645545,0.090613948,0.195282958,0.24083914,0.255140752,0.218123202,0.14042462,0.221263719,0.203390175,0.24176348,0.193158007,0.005304563,0.005756795,0.005324893,0.012665128,0.008910969
"20",2885,1991,"Albany College Of Pharmacy And Health Sciences","Private Non-profit","Nonselective four-year private not-for-profit","Nonselective four-year private not-for-profit","Four-year","Northeast","NY",18600,"Albany",36001,"Albany",0,151,0.611350954,0.016682426,0.00555089,0,116064.8984,116100,0.726244748,0.020719303,0.106877518,0.087332822,0.281423235,0.503647122,0.174054652,0.066760719,0.000488346,0.000419264,0.406080103,9503.104492,6100,7500,0.109066032,0.10654383,0.465421832,0.248794344,0.081665965,0.097574029,0.050263062,0.034709737,0.006544858,0.438958079,0.423428088,0.403253376,0.386240244,0.412622273,0.309715185,0.183972877,0.238402832,0,0.267909106,0.074387461,0.46714925,0.34376218,0,0.114701109,0.113675992,0.467871338,0.219560032,0.168547342,0.030345296,0.135196432,0.457794658,0.199297796,0.118485369,0.089225745,0.087762515,0.480470752,0.261795455,0.06671678,0.103254498,0,0,0,0,0.012994928
"21",1544,1991,"Albany State University","Public","Selective public","Selective public","Four-year","South","GA",10200,"Albany",13095,"Dougherty",0,674,0.598805964,0.050905444,0.011899262,4.37e-06,40314.82031,30800,0.379567593,0.246309302,0.363091531,0.201783498,0.125461469,0.0633542,0.006380598,0,0,0,0.456005235,10710.39844,9000,9900,0.094353236,0.099262717,0.361158576,0.280428056,0.168967877,0.090182775,0.022696821,0.011967029,0.000704741,0.424824744,0.459675044,0.465082705,0.4788239,0.48209697,0.096773069,0.414876491,0.276470635,0.163569564,0.04831024,0.082480218,0.344898825,0.340600993,0.146351301,0.085668663,0.103397733,0.357404082,0.263928344,0.173813864,0.101455976,0.126624151,0.356824177,0.184147269,0.187233537,0.145170867,0.13777039,0.266041759,0.194172746,0.267967865,0.134047239,1.78e-05,8.83e-06,0.000288996,0,0.010083743
"22",5601,1991,"Albany Technical College","Public","Two-year (public and private not-for-profit)","Two-year (public and private not-for-profit)","Two-year","South","GA",10200,"Albany",13095,"Dougherty",0,369,0.571785808,0.070453264,0.017302911,2.04e-05,36255.73828,23600,0.317986995,0.377680034,0.306007192,0.18089302,0.111680114,0.02373964,0.005340592,0.004037838,9.67e-05,0,0.439480693,10201.56445,9700,11700,0.161232099,0.162573862,0.249900499,0.331672792,0.200636191,0.055216656,0.011433785,0.008657134,8e-05,0.429700732,0.45682025,0.41011253,0.452702522,0.533144593,0.165263006,0.265222094,0.336373579,0.187327645,0.045813676,0.167561996,0.222473006,0.265176727,0.282491847,0.062296424,0.195965493,0.268877728,0.386674674,0.103828468,0.044653637,0.096037238,0.293190924,0.392538232,0.121770056,0.09646355,0.114066962,0.011431082,0.408589094,0.465912861,0,5.41e-05,0,0.000110821,0.000354064,0
"23",1374,1991,"Albertus Magnus College","Private Non-profit","Selective private","Selective private","Four-year","Northeast","CT",20901,"Bridgeport",9009,"New Haven",0,139,0.675291121,0.043601707,0.021513755,4.3e-05,87343.5625,67000,0.579032898,0.116689832,0.135609205,0.209688563,0.266413079,0.271599322,0.080905549,0.020793634,0.000881571,2.95e-05,0.542626103,14805.125,14100,15200,0.079615451,0.078543192,0.251295984,0.209365224,0.265459735,0.195335866,0.077241227,0.035373215,0.000677916,0.543446422,0.560172975,0.544467986,0.552394331,0.5225088,0.186502354,0.190023621,0.133316697,0.305790319,0.184367008,0.049126428,0.165345763,0.315264673,0.366216297,0.104046839,0.067202044,0.307557355,0.203312884,0.106676809,0.315250908,0.07989986,0.270293992,0.135846522,0.296799333,0.217160294,0.054272595,0.258463966,0.265950785,0.289671865,0.13164079,0.000368317,0.000112716,0.00050939,0.000227421,0.001665138
"24",2235,1991,"Albion College","Private Non-profit","Selective private","Selective private","Four-year","Midwest","MI",12100,"Kalamazoo",26025,"Calhoun",0,310,0.489169508,0.038746063,0.012658755,9.69e-06,165423.8906,101000,0.743435025,0.05277819,0.072448284,0.121567325,0.299937455,0.453268746,0.287259042,0.163188308,0.035796423,0,0.581896912,18254.03711,14900,15900,0.07518895,0.089929942,0.219648639,0.209822796,0.213589529,0.267009095,0.153203964,0.062711067,0.016829256,0.563598871,0.72023654,0.573718786,0.557590187,0.580193639,0.145665599,0.277642416,0.126688479,0.210155289,0.239848217,0.036973359,0.087367436,0.213103154,0.205532828,0.457023222,0.054909956,0.21246935,0.265541143,0.247147341,0.21993221,0.073283488,0.247061802,0.230405331,0.260682239,0.188567139,0.112312176,0.217824714,0.190414925,0.175114664,0.304333521,0.000183546,0.00073396,0.053568556,0.012162781,0.014574432
"25",3229,1991,"Albright College","Private Non-profit","Selective private","Selective private","Four-year","Northeast","PA",19100,"Reading",42011,"Berks",0,405,0.596242785,0.035430033,0.019960812,0,98047.64063,81200,0.634339333,0.086048086,0.095503384,0.183611501,0.316859835,0.317977194,0.12611343,0.036728162,0.001068112,0.000235476,0.607426325,18795.54492,16600,18200,0.060082141,0.057175186,0.211819039,0.179771619,0.26178125,0.289452907,0.156347781,0.05508361,0.000661122,0.518605232,0.574772477,0.612843692,0.622614443,0.623006821,0.133893996,0.285671491,0.166102815,0.182358937,0.231972761,0.078133496,0.259033216,0.153660102,0.219039645,0.290133541,0.052923487,0.191887364,0.259695421,0.234059707,0.261434021,0.055984367,0.188352078,0.192369007,0.242396696,0.320897853,0.033761203,0.212546909,0.132609046,0.331434944,0.289647899,0,0,0,0.00054225,0.001538805
"26",2396,1991,"Alcorn State University","Public","Selective public","Selective public","Four-year","South","MS",3203,"Vicksburg",28021,"Claiborne",0,505,0.61687851,0.021519572,0.025505645,0,35793.53516,27700,0.347473145,0.270018555,0.390829075,0.179529975,0.121683988,0.037938407,0,0,0,0,0.450482697,11067.36035,9200,10800,0.121409923,0.129498961,0.323522114,0.290597081,0.147278005,0.10910384,0.046893731,0.017150881,0,0.443939388,0.457589567,0.44444561,0.447413206,0.462254137,0.138918757,0.275985648,0.337789454,0.152847283,0.094458859,0.108091382,0.355011699,0.278387338,0.152176833,0.106332748,0.177538237,0.295851378,0.286867032,0.10881372,0.130929633,0.081136402,0.388824357,0.240801394,0.203007709,0.086230139,0.210779217,0.258948285,0.257862422,0.06044428,0.211965797,0,0,0,0,0
"27",3806,1991,"Alderson Broaddus University","Private Non-profit","Selective private","Selective private","Four-year","South","WV",16701,"Elkins",54001,"Barbour",0,102,0.585560083,0.155994296,0.018837494,0,83440.51563,75600,0.577578425,0.126727567,0.116751427,0.195066273,0.301980348,0.259474385,0.077696249,0.02974955,0.000228082,0,0.494208042,12752.93945,9700,11800,0.097234383,0.107728259,0.361190626,0.206908314,0.126744693,0.197428108,0.064244032,0.021103676,0.010176996,0.402862698,0.664898932,0.617081761,0.466005892,0.402466983,0.155242985,0.381804531,0.312095796,0.002211099,0.148645589,0.001197458,0.157680888,0.171769006,0.323813002,0.345539647,0.001839728,0.298198795,0.204474151,0.199914251,0.295573075,0.12939061,0.384723905,0.197443374,0.132097973,0.156344138,0.186849265,0.462659971,0.184191081,0.037658192,0.12864149,0,0.084427017,0,0.001059743,0
"28",2668,1991,"Alfred University","Private Non-profit","Selective private","Selective private","Four-year","Northeast","NY",18201,"Olean",36003,"Allegany",0,402,0.474589854,0.026652824,0.011908326,3.03e-05,112902.7813,90200,0.656612873,0.072021142,0.101540928,0.156203639,0.321043836,0.349190455,0.190485239,0.064836241,0.004704075,8.05e-05,0.553366142,16516.50195,13200,14100,0.050702732,0.058025609,0.268260118,0.258823771,0.210912188,0.203978313,0.121278673,0.070613198,0.014398585,0.547753572,0.551954031,0.524755716,0.560611129,0.561071694,0.075042818,0.159328341,0.395697308,0.204586665,0.165344868,0.081541493,0.229410201,0.291494756,0.233964478,0.163589072,0.08442926,0.334157298,0.236041546,0.18629305,0.159078846,0.039634734,0.276645427,0.23625031,0.237481053,0.209988476,0.052774914,0.264837391,0.252038095,0.192099101,0.238250499,0.000421022,0,0.03161455,0.007825958,0.019810047
"29",34933,1991,"All-State Career","Private For-profit","Less than two-year schools of any type","Less than two-year schools of any type","Less than Two-year","South","MD",11302,"Baltimore",24510,"Baltimore City",0,495,0.645776391,0.036541585,0.026203977,0.001990318,41950.75,33100,0.38187167,0.266913311,0.297508943,0.232468564,0.155780329,0.047328852,0.002596114,0,0,0,0.510536507,13925.45605,11400,13600,0.118155874,0.126478865,0.218999018,0.278520322,0.21420318,0.161798615,0.06192426,0.029402168,0.002311404,0.473496258,0.501936436,0.536037385,0.544600546,0.536112309,0.154660181,0.173778145,0.387275843,0.186111719,0.098174113,0.123383156,0.261069895,0.27228647,0.1761406,0.167119879,0.111861177,0.236763774,0.182413765,0.278593111,0.190368173,0.102643781,0.206178667,0.262136706,0.227424338,0.201616508,0.137259253,0.164507977,0.230353695,0.252102092,0.215776983,0.007456795,0,0,0,0.006784152
"30",24955,1991,"All-State Career School","Private For-profit","Less than two-year schools of any type","Less than two-year schools of any type","Less than Two-year","Northeast","PA",19700,"Philadelphia",42045,"Delaware",0,214,0.497649759,0.01774996,0.023915067,6.34e-05,22181.76367,33400,0.361551404,0.259812613,0.345900724,0.230538908,0.141532146,0.022215608,0.000957307,0.000957307,0.000523639,0,0.508453672,14245.46191,11600,13300,0.113590248,0.11894956,0.240740652,0.250070021,0.226332971,0.163906795,0.079924509,0.056963906,0.005285327,0.435878187,0.503060877,0.551327229,0.576561809,0.562374532,0.202057653,0.280986915,0.229108655,0.195799412,0.092047366,0.071527661,0.338476303,0.183235604,0.285876251,0.120884181,0.121117803,0.121408067,0.325187663,0.221479296,0.210807171,0.097423785,0.126292261,0.322816973,0.125920943,0.327546039,0,0.215785731,0.292856582,0.346403107,0.144954581,0.000243839,0,0.020375179,0,0.023618654
