"county_fips","name","hhincome"
32005,"Douglas County, NV",37270
55083,"Oconto County, WI",37267
53051,"Pend Oreille County, WA",37262
46109,"Roberts County, SD",37261
16087,"Washington County, ID",37258
28039,"George County, MS",37253
24013,"Carroll County, MD",37251
30089,"Sanders County, MT",37228
53055,"San Juan County, WA",37227
40139,"Texas County, OK",37211
6091,"Sierra County, CA",37201
16067,"Minidoka County, ID",37196
16013,"Blaine County, ID",37185
40067,"Jefferson County, OK",37178
16047,"Gooding County, ID",37173
55063,"La Crosse County, WI",37171
55021,"Columbia County, WI",37170
40103,"Noble County, OK",37166
15003,"Honolulu County, HI",37160
42021,"Cambria County, PA",37131
42001,"Adams County, PA",37116
16073,"Owyhee County, ID",37115
55013,"Burnett County, WI",37113
46065,"Hughes County, SD",37100
54001,"Barbour County, WV",37099
17073,"Henry County, IL",37092
48179,"Gray County, TX",37091
42015,"Bradford County, PA",37083
46099,"Minnehaha County, SD",37069
54051,"Marshall County, WV",37069
54093,"Tucker County, WV",37066
48199,"Hardin County, TX",37060
48465,"Val Verde County, TX",37032
48093,"Comanche County, TX",37029
8007,"Archuleta County, CO",37026
16077,"Power County, ID",37018
42097,"Northumberland County, PA",37016
40011,"Blaine County, OK",37000
20121,"Miami County, KS",36985
6027,"Inyo County, CA",36975
31079,"Hall County, NE",36969
32033,"White Pine County, NV",36967
34041,"Warren County, NJ",36957
49035,"Salt Lake County, UT",36946
17059,"Gallatin County, IL",36940
17093,"Kendall County, IL",36938
16061,"Lewis County, ID",36936
48143,"Erath County, TX",36930
48085,"Collin County, TX",36925
17171,"Scott County, IL",36920
8087,"Morgan County, CO",36910
56043,"Washakie County, WY",36909
42111,"Somerset County, PA",36904
20093,"Kearny County, KS",36890
8059,"Jefferson County, CO",36883
36091,"Saratoga County, NY",36873
48307,"McCulloch County, TX",36865
34029,"Ocean County, NJ",36862
23021,"Piscataquis County, ME",36845
48255,"Karnes County, TX",36835
33015,"Rockingham County, NH",36834
53033,"King County, WA",36832
6057,"Nevada County, CA",36830
22113,"Vermilion Parish, LA",36819
29157,"Perry County, MO",36811
17075,"Iroquois County, IL",36806
36031,"Essex County, NY",36801
42027,"Centre County, PA",36798
17203,"Woodford County, IL",36793
20077,"Harper County, KS",36787
27137,"St. Louis County, MN",36785
48323,"Maverick County, TX",36783
48193,"Hamilton County, TX",36774
48275,"Knox County, TX",36774
48197,"Hardeman County, TX",36762
8077,"Mesa County, CO",36730
40069,"Johnston County, OK",36719
34025,"Monmouth County, NJ",36703
48039,"Brazoria County, TX",36697
20139,"Osage County, KS",36693
8071,"Las Animas County, CO",36691
48125,"Dickens County, TX",36689
26131,"Ontonagon County, MI",36668
17011,"Bureau County, IL",36655
36119,"Westchester County, NY",36654
20145,"Pawnee County, KS",36650
29139,"Montgomery County, MO",36643
53001,"Adams County, WA",36643
17157,"Randolph County, IL",36628
27095,"Mille Lacs County, MN",36581
48397,"Rockwall County, TX",36581
42041,"Cumberland County, PA",36577
25001,"Barnstable County, MA",36569
48017,"Bailey County, TX",36560
42047,"Elk County, PA",36549
48227,"Howard County, TX",36546
24023,"Garrett County, MD",36532
50011,"Franklin County, VT",36497
53061,"Snohomish County, WA",36483
39013,"Belmont County, OH",36483
31047,"Dawson County, NE",36478
42061,"Huntingdon County, PA",36473
25015,"Hampshire County, MA",36462
42107,"Schuylkill County, PA",36446
48081,"Coke County, TX",36433
16055,"Kootenai County, ID",36431
47127,"Moore County, TN",36424
55081,"Monroe County, WI",36419
35059,"Union County, NM",36415
29211,"Sullivan County, MO",36398
42033,"Clearfield County, PA",36395
55057,"Juneau County, WI",36361
16045,"Gem County, ID",36358
25009,"Essex County, MA",36355
55085,"Oneida County, WI",36355
19187,"Webster County, IA",36354
6079,"San Luis Obispo County, CA",36345
8013,"Boulder County, CO",36330
48071,"Chambers County, TX",36328
21027,"Breckinridge County, KY",36328
30077,"Powell County, MT",36326
55035,"Eau Claire County, WI",36321
20043,"Doniphan County, KS",36321
20207,"Woodson County, KS",36320
39051,"Fulton County, OH",36316
40099,"Murray County, OK",36313
25023,"Plymouth County, MA",36313
54077,"Preston County, WV",36308
55009,"Brown County, WI",36307
50019,"Orleans County, VT",36307
29137,"Monroe County, MO",36292
55075,"Marinette County, WI",36290
48191,"Hall County, TX",36288
6093,"Siskiyou County, CA",36285
18051,"Gibson County, IN",36284
29049,"Clinton County, MO",36277
16053,"Jerome County, ID",36274
6109,"Tuolumne County, CA",36269
20019,"Chautauqua County, KS",36264
29061,"Daviess County, MO",36263
42069,"Lackawanna County, PA",36257
42029,"Chester County, PA",36246
48077,"Clay County, TX",36243
27071,"Koochiching County, MN",36233
29183,"St. Charles County, MO",36227
17147,"Piatt County, IL",36218
48219,"Hockley County, TX",36190
40087,"McClain County, OK",36188
20133,"Neosho County, KS",36181
17191,"Wayne County, IL",36180
29025,"Caldwell County, MO",36179
9007,"Middlesex County, CT",36171
53029,"Island County, WA",36166
48115,"Dawson County, TX",36144
39037,"Darke County, OH",36133
17069,"Hardin County, IL",36129
48123,"DeWitt County, TX",36125
2195,"Petersburg Borough, AK",36114
48493,"Wilson County, TX",36109
16083,"Twin Falls County, ID",36108
17103,"Lee County, IL",36104
46075,"Jones County, SD",36096
49007,"Carbon County, UT",36083
48369,"Parmer County, TX",36069
26151,"Sanilac County, MI",36069
6049,"Modoc County, CA",36063
29129,"Mercer County, MO",36056
4011,"Greenlee County, AZ",36038
48097,"Cooke County, TX",36014
39103,"Medina County, OH",36005
36039,"Greene County, NY",35977
6001,"Alameda County, CA",35967
17035,"Cumberland County, IL",35961
50001,"Addison County, VT",35952
20107,"Linn County, KS",35947
40027,"Cleveland County, OK",35944
41003,"Benton County, OR",35941
56007,"Carbon County, WY",35935
20011,"Bourbon County, KS",35934
22057,"Lafourche Parish, LA",35932
6097,"Sonoma County, CA",35926
42057,"Fulton County, PA",35922
48321,"Matagorda County, TX",35906
27017,"Carlton County, MN",35902
26037,"Clinton County, MI",35891
40051,"Grady County, OK",35884
16015,"Boise County, ID",35881
34017,"Hudson County, NJ",35871
48057,"Calhoun County, TX",35866
51021,"Bland County, VA",35865
41061,"Union County, OR",35862
20075,"Hamilton County, KS",35855
53065,"Stevens County, WA",35852
48051,"Burleson County, TX",35845
48409,"San Patricio County, TX",35839
27007,"Beltrami County, MN",35824
55127,"Walworth County, WI",35820
30063,"Missoula County, MT",35818
40119,"Payne County, OK",35818
30013,"Cascade County, MT",35808
48007,"Aransas County, TX",35803
42075,"Lebanon County, PA",35798
18183,"Whitley County, IN",35797
36123,"Yates County, NY",35787
21155,"Marion County, KY",35784
48121,"Denton County, TX",35778
32013,"Humboldt County, NV",35774
40077,"Latimer County, OK",35766
22039,"Evangeline Parish, LA",35758
50013,"Grand Isle County, VT",35757
8119,"Teller County, CO",35741
40057,"Harmon County, OK",35740
53069,"Wahkiakum County, WA",35733
53073,"Whatcom County, WA",35724
56021,"Laramie County, WY",35724
48365,"Panola County, TX",35718
21077,"Gallatin County, KY",35718
50027,"Windsor County, VT",35716
54095,"Tyler County, WV",35713
13113,"Fayette County, GA",35706
44009,"Washington County, RI",35705
36095,"Schoharie County, NY",35697
55129,"Washburn County, WI",35685
36077,"Otsego County, NY",35685
26041,"Delta County, MI",35679
36025,"Delaware County, NY",35669
48015,"Austin County, TX",35653
48287,"Lee County, TX",35650
55077,"Marquette County, WI",35644
29186,"Ste. Genevieve County, MO",35627
42037,"Columbia County, PA",35627
39123,"Ottawa County, OH",35616
29107,"Lafayette County, MO",35615
39175,"Wyandot County, OH",35608
48339,"Montgomery County, TX",35605
42109,"Snyder County, PA",35600
41027,"Hood River County, OR",35593
42079,"Luzerne County, PA",35589
30085,"Roosevelt County, MT",35587
50005,"Caledonia County, VT",35585
40095,"Marshall County, OK",35583
29165,"Platte County, MO",35581
26071,"Iron County, MI",35577
48155,"Foard County, TX",35575
53047,"Okanogan County, WA",35568
9005,"Litchfield County, CT",35552
55053,"Jackson County, WI",35550
17083,"Jersey County, IL",35550
48491,"Williamson County, TX",35544
29121,"Macon County, MO",35544
8005,"Arapahoe County, CO",35542
55111,"Sauk County, WI",35536
48341,"Moore County, TX",35523
50021,"Rutland County, VT",35521
48367,"Parker County, TX",35517
40117,"Pawnee County, OK",35514
16019,"Bonneville County, ID",35513
48159,"Franklin County, TX",35508
42009,"Bedford County, PA",35498
48273,"Kleberg County, TX",35495
20205,"Wilson County, KS",35489
39125,"Paulding County, OH",35473
33011,"Hillsborough County, NH",35472
40137,"Stephens County, OK",35471
48431,"Sterling County, TX",35463
29185,"St. Clair County, MO",35461
25027,"Worcester County, MA",35457
49045,"Tooele County, UT",35440
42071,"Lancaster County, PA",35439
51127,"New Kent County, VA",35426
54097,"Upshur County, WV",35420
39019,"Carroll County, OH",35415
29001,"Adair County, MO",35411
26089,"Leelanau County, MI",35396
21215,"Spencer County, KY",35395
29081,"Harrison County, MO",35394
48457,"Tyler County, TX",35391
72097,"Mayaguez Municipio, PR",35388
8047,"Gilpin County, CO",35378
17175,"Stark County, IL",35372
29177,"Ray County, MO",35372
29199,"Scotland County, MO",35369
17159,"Richland County, IL",35365
27021,"Cass County, MN",35359
48499,"Wood County, TX",35354
48069,"Castro County, TX",35350
16009,"Benewah County, ID",35349
18001,"Adams County, IN",35349
18131,"Pulaski County, IN",35347
55003,"Ashland County, WI",35343
29089,"Howard County, MO",35340
29115,"Linn County, MO",35333
54063,"Monroe County, WV",35328
48417,"Shackelford County, TX",35322
42083,"McKean County, PA",35314
5087,"Madison County, AR",35311
40061,"Haskell County, OK",35302
55139,"Winnebago County, WI",35295
48253,"Jones County, TX",35292
29057,"Dade County, MO",35290
53007,"Chelan County, WA",35284
28041,"Greene County, MS",35282
6013,"Contra Costa County, CA",35266
48079,"Cochran County, TX",35261
42039,"Crawford County, PA",35261
41001,"Baker County, OR",35255
48127,"Dimmit County, TX",35252
23007,"Franklin County, ME",35247
6009,"Calaveras County, CA",35245
17135,"Montgomery County, IL",35241
53031,"Jefferson County, WA",35239
48161,"Freestone County, TX",35228
29011,"Barton County, MO",35225
18057,"Hamilton County, IN",35223
17061,"Greene County, IL",35222
8099,"Prowers County, CO",35221
42055,"Franklin County, PA",35221
36001,"Albany County, NY",35202
30049,"Lewis and Clark County, MT",35198
22011,"Beauregard Parish, LA",35182
17117,"Macoupin County, IL",35176
21185,"Oldham County, KY",35176
48157,"Fort Bend County, TX",35171
49057,"Weber County, UT",35154
19113,"Linn County, IA",35149
15007,"Kauai County, HI",35132
36099,"Seneca County, NY",35122
48013,"Atascosa County, TX",35122
53049,"Pacific County, WA",35121
53057,"Skagit County, WA",35117
26011,"Arenac County, MI",35106
40131,"Rogers County, OK",35105
21233,"Webster County, KY",35086
23031,"York County, ME",35079
31109,"Lancaster County, NE",35069
20161,"Riley County, KS",35067
36051,"Livingston County, NY",35064
48399,"Runnels County, TX",35057
17033,"Crawford County, IL",35055
2100,"Haines Borough, AK",35045
42073,"Lawrence County, PA",35037
42093,"Montour County, PA",35032
18137,"Ripley County, IN",35025
51683,"Manassas city, VA",35019
17187,"Warren County, IL",35015
22007,"Assumption Parish, LA",35013
53017,"Douglas County, WA",35009
20191,"Sumner County, KS",35004
8085,"Montrose County, CO",35004
55069,"Lincoln County, WI",35002
40049,"Garvin County, OK",34991
53013,"Columbia County, WA",34983
51043,"Clarke County, VA",34971
54021,"Gilmer County, WV",34970
33009,"Grafton County, NH",34969
42007,"Beaver County, PA",34959
31173,"Thurston County, NE",34957
27123,"Ramsey County, MN",34953
26139,"Ottawa County, MI",34953
50015,"Lamoille County, VT",34945
33003,"Carroll County, NH",34937
20099,"Labette County, KS",34930
22109,"Terrebonne Parish, LA",34928
20015,"Butler County, KS",34923
25005,"Bristol County, MA",34916
29227,"Worth County, MO",34907
29037,"Cass County, MO",34894
55067,"Langlade County, WI",34894
6055,"Napa County, CA",34893
26119,"Montmorency County, MI",34891
17129,"Menard County, IL",34890
26047,"Emmet County, MI",34882
12043,"Glades County, FL",34876
55031,"Douglas County, WI",34874
15009,"Maui County, HI",34874
20079,"Harvey County, KS",34869
21177,"Muhlenberg County, KY",34868
48243,"Jeff Davis County, TX",34866
53005,"Benton County, WA",34861
48083,"Coleman County, TX",34859
17063,"Grundy County, IL",34857
42053,"Forest County, PA",34853
6113,"Yolo County, CA",34848
53019,"Ferry County, WA",34845
30005,"Blaine County, MT",34838
5025,"Cleveland County, AR",34835
17141,"Ogle County, IL",34833
22089,"St. Charles Parish, LA",34830
54103,"Wetzel County, WV",34823
54071,"Pendleton County, WV",34817
18047,"Franklin County, IN",34815
48507,"Zavala County, TX",34789
41005,"Clackamas County, OR",34773
30023,"Deer Lodge County, MT",34773
44003,"Kent County, RI",34769
6051,"Mono County, CA",34767
42045,"Delaware County, PA",34762
47187,"Williamson County, TN",34750
18111,"Newton County, IN",34750
5101,"Newton County, AR",34749
22001,"Acadia Parish, LA",34747
42035,"Clinton County, PA",34746
24021,"Frederick County, MD",34736
6011,"Colusa County, CA",34735
48299,"Llano County, TX",34730
40105,"Nowata County, OK",34729
16069,"Nez Perce County, ID",34729
48215,"Hidalgo County, TX",34722
34015,"Gloucester County, NJ",34719
39157,"Tuscarawas County, OH",34718
48091,"Comal County, TX",34716
51085,"Hanover County, VA",34709
50003,"Bennington County, VT",34698
8109,"Saguache County, CO",34698
6063,"Plumas County, CA",34691
24009,"Calvert County, MD",34688
51153,"Prince William County, VA",34687
17105,"Livingston County, IL",34676
42089,"Monroe County, PA",34670
18179,"Wells County, IN",34667
21007,"Ballard County, KY",34662
21183,"Ohio County, KY",34658
36027,"Dutchess County, NY",34646
50017,"Orange County, VT",34626
29173,"Ralls County, MO",34613
39173,"Wood County, OH",34607
42077,"Lehigh County, PA",34600
51023,"Botetourt County, VA",34600
29067,"Douglas County, MO",34593
48361,"Orange County, TX",34588
55137,"Waushara County, WI",34584
54007,"Braxton County, WV",34584
53039,"Klickitat County, WA",34577
36043,"Herkimer County, NY",34576
48385,"Real County, TX",34568
42051,"Fayette County, PA",34568
29153,"Ozark County, MO",34555
18121,"Parke County, IN",34546
42095,"Northampton County, PA",34541
25011,"Franklin County, MA",34539
26043,"Dickinson County, MI",34538
36037,"Genesee County, NY",34518
18101,"Martin County, IN",34518
48251,"Johnson County, TX",34512
17169,"Schuyler County, IL",34512
6101,"Sutter County, CA",34510
54017,"Doddridge County, WV",34507
18127,"Porter County, IN",34506
54101,"Webster County, WV",34503
36053,"Madison County, NY",34498
40083,"Logan County, OK",34486
51171,"Shenandoah County, VA",34480
36069,"Ontario County, NY",34479
26113,"Missaukee County, MI",34476
42081,"Lycoming County, PA",34475
41067,"Washington County, OR",34473
48291,"Liberty County, TX",34471
19127,"Marshall County, IA",34467
4025,"Yavapai County, AZ",34461
48411,"San Saba County, TX",34460
54061,"Monongalia County, WV",34450
48229,"Hudspeth County, TX",34438
6083,"Santa Barbara County, CA",34435
40085,"Love County, OK",34434
34039,"Union County, NJ",34427
9001,"Fairfield County, CT",34425
26103,"Marquette County, MI",34404
17037,"DeKalb County, IL",34400
29149,"Oregon County, MO",34398
18171,"Warren County, IN",34395
6037,"Los Angeles County, CA",34391
21143,"Lyon County, KY",34387
36101,"Steuben County, NY",34386
18063,"Hendricks County, IN",34382
48331,"Milam County, TX",34367
17099,"LaSalle County, IL",34354
5137,"Stone County, AR",34353
8043,"Fremont County, CO",34343
36111,"Ulster County, NY",34338
26093,"Livingston County, MI",34333
16001,"Ada County, ID",34325
41017,"Deschutes County, OR",34324
48459,"Upshur County, TX",34320
36115,"Washington County, NY",34317
17021,"Christian County, IL",34311
18161,"Union County, IN",34304
21219,"Todd County, KY",34303
5015,"Carroll County, AR",34297
26055,"Grand Traverse County, MI",34290
5129,"Searcy County, AR",34287
2150,"Kodiak Island Borough, AK",34284
39069,"Henry County, OH",34284
48467,"Van Zandt County, TX",34276
30041,"Hill County, MT",34275
55025,"Dane County, WI",34267
48429,"Stephens County, TX",34267
48271,"Kinney County, TX",34267
51510,"Alexandria city, VA",34266
48221,"Hood County, TX",34251
24035,"Queen Anne's County, MD",34251
29015,"Benton County, MO",34248
8083,"Montezuma County, CO",34242
50007,"Chittenden County, VT",34240
48325,"Medina County, TX",34239
48025,"Bee County, TX",34230
20111,"Lyon County, KS",34223
8123,"Weld County, CO",34215
54041,"Lewis County, WV",34208
17051,"Fayette County, IL",34208
19013,"Black Hawk County, IA",34208
54049,"Marion County, WV",34199
35003,"Catron County, NM",34195
29043,"Christian County, MO",34184
18045,"Fountain County, IN",34183
40047,"Garfield County, OK",34181
53025,"Grant County, WA",34178
29047,"Clay County, MO",34178
36083,"Rensselaer County, NY",34175
19139,"Muscatine County, IA",34175
21115,"Johnson County, KY",34171
48469,"Victoria County, TX",34171
34009,"Cape May County, NJ",34169
48247,"Jim Hogg County, TX",34166
1075,"Lamar County, AL",34164
18123,"Perry County, IN",34158
26099,"Macomb County, MI",34154
6035,"Lassen County, CA",34150
39085,"Lake County, OH",34149
41007,"Clatsop County, OR",34144
27053,"Hennepin County, MN",34143
35027,"Lincoln County, NM",34143
29079,"Grundy County, MO",34134
18083,"Knox County, IN",34131
53011,"Clark County, WA",34128
5141,"Van Buren County, AR",34125
17001,"Adams County, IL",34124
36113,"Warren County, NY",34117
36089,"St. Lawrence County, NY",34115
20037,"Crawford County, KS",34111
6111,"Ventura County, CA",34111
16039,"Elmore County, ID",34111
2240,"Southeast Fairbanks Census Area, AK",34110
21123,"Larue County, KY",34107
26003,"Alger County, MI",34101
39159,"Union County, OH",34100
16005,"Bannock County, ID",34097
51115,"Mathews County, VA",34095
18085,"Kosciusko County, IN",34095
51199,"York County, VA",34094
48169,"Garza County, TX",34094
29053,"Cooper County, MO",34093
21055,"Crittenden County, KY",34082
51063,"Floyd County, VA",34077
47137,"Pickett County, TN",34073
6105,"Trinity County, CA",34073
18015,"Carroll County, IN",34068
5007,"Benton County, AR",34060
48223,"Hopkins County, TX",34054
21087,"Green County, KY",34047
22005,"Ascension Parish, LA",34043
42099,"Perry County, PA",34043
36029,"Erie County, NY",34033
48163,"Frio County, TX",34027
40033,"Cotton County, OK",34023
31043,"Dakota County, NE",34021
46103,"Pennington County, SD",34018
21229,"Washington County, KY",34004
36009,"Cattaraugus County, NY",34000
17039,"De Witt County, IL",33997
19111,"Lee County, IA",33993
22053,"Jefferson Davis Parish, LA",33987
54105,"Wirt County, WV",33982
17123,"Marshall County, IL",33982
51165,"Rockingham County, VA",33975
21157,"Marshall County, KY",33966
17107,"Logan County, IL",33962
36065,"Oneida County, NY",33959
21225,"Union County, KY",33940
39083,"Knox County, OH",33938
50025,"Windham County, VT",33935
20045,"Douglas County, KS",33932
19193,"Woodbury County, IA",33928
33013,"Merrimack County, NH",33920
30047,"Lake County, MT",33919
19153,"Polk County, IA",33914
48437,"Swisher County, TX",33910
44005,"Newport County, RI",33908
35033,"Mora County, NM",33901
29051,"Cole County, MO",33897
51570,"Colonial Heights city, VA",33880
18173,"Warrick County, IN",33866
39169,"Wayne County, OH",33864
42123,"Warren County, PA",33858
21149,"McLean County, KY",33856
29163,"Pike County, MO",33850
48061,"Cameron County, TX",33847
51179,"Stafford County, VA",33829
13219,"Oconee County, GA",33825
5113,"Polk County, AR",33821
41057,"Tillamook County, OR",33818
19155,"Pottawattamie County, IA",33815
36071,"Orange County, NY",33808
29219,"Warren County, MO",33798
6073,"San Diego County, CA",33796
29083,"Henry County, MO",33796
26153,"Schoolcraft County, MI",33789
18061,"Harrison County, IN",33781
42003,"Allegheny County, PA",33780
20035,"Cowley County, KS",33770
36109,"Tompkins County, NY",33766
36057,"Montgomery County, NY",33759
18129,"Posey County, IN",33759
48089,"Colorado County, TX",33755
23005,"Cumberland County, ME",33750
54015,"Clay County, WV",33748
6095,"Solano County, CA",33745
41055,"Sherman County, OR",33745
21169,"Metcalfe County, KY",33736
34031,"Passaic County, NJ",33730
18115,"Ohio County, IN",33720
23003,"Aroostook County, ME",33703
6029,"Kern County, CA",33701
53063,"Spokane County, WA",33700
17055,"Franklin County, IL",33700
53035,"Kitsap County, WA",33699
5145,"White County, AR",33697
39039,"Defiance County, OH",33695
53067,"Thurston County, WA",33686
48281,"Lampasas County, TX",33685
22003,"Allen Parish, LA",33683
40141,"Tillman County, OK",33677
17195,"Whiteside County, IL",33674
48353,"Nolan County, TX",33663
13135,"Gwinnett County, GA",33660
48117,"Deaf Smith County, TX",33657
55051,"Iron County, WI",33650
29203,"Shannon County, MO",33648
23015,"Lincoln County, ME",33646
17009,"Brown County, IL",33646
42011,"Berks County, PA",33644
54109,"Wyoming County, WV",33636
36019,"Clinton County, NY",33634
51015,"Augusta County, VA",33633
40035,"Craig County, OK",33623
37055,"Dare County, NC",33621
13057,"Cherokee County, GA",33616
6089,"Shasta County, CA",33612
18099,"Marshall County, IN",33612
54033,"Harrison County, WV",33600
13311,"White County, GA",33584
51003,"Albemarle County, VA",33579
42085,"Mercer County, PA",33577
6067,"Sacramento County, CA",33572
48463,"Uvalde County, TX",33572
40107,"Okfuskee County, OK",33569
48401,"Rusk County, TX",33564
8089,"Otero County, CO",33559
18155,"Switzerland County, IN",33557
26097,"Mackinac County, MI",33548
17145,"Perry County, IL",33545
18113,"Noble County, IN",33542
42087,"Mifflin County, PA",33533
13117,"Forsyth County, GA",33523
17165,"Saline County, IL",33506
48075,"Childress County, TX",33505
12067,"Lafayette County, FL",33498
36047,"Kings County, NY",33493
24037,"St. Mary's County, MD",33485
46007,"Bennett County, SD",33477
40079,"Le Flore County, OK",33476
29101,"Johnson County, MO",33471
40005,"Atoka County, OK",33454
42013,"Blair County, PA",33454
29059,"Dallas County, MO",33453
36023,"Cortland County, NY",33451
48177,"Gonzales County, TX",33448
20169,"Saline County, KS",33442
41065,"Wasco County, OR",33437
22063,"Livingston Parish, LA",33435
29091,"Howell County, MO",33434
34005,"Burlington County, NJ",33420
29039,"Cedar County, MO",33418
29145,"Newton County, MO",33415
20005,"Atchison County, KS",33415
12087,"Monroe County, FL",33414
20059,"Franklin County, KS",33405
19179,"Wapello County, IA",33404
21063,"Elliott County, KY",33390
53041,"Lewis County, WA",33386
17025,"Clay County, IL",33384
41045,"Malheur County, OR",33384
16075,"Payette County, ID",33381
33017,"Strafford County, NH",33377
33005,"Cheshire County, NH",33376
54069,"Ohio County, WV",33373
36073,"Orleans County, NY",33372
48477,"Washington County, TX",33364
18055,"Greene County, IN",33363
51051,"Dickenson County, VA",33362
51161,"Roanoke County, VA",33358
28073,"Lamar County, MS",33357
48473,"Waller County, TX",33353
48153,"Floyd County, TX",33345
36097,"Schuyler County, NY",33342
17017,"Cass County, IL",33327
20155,"Reno County, KS",33322
54067,"Nicholas County, WV",33321
16079,"Shoshone County, ID",33313
22087,"St. Bernard Parish, LA",33312
35023,"Hidalgo County, NM",33310
53071,"Walla Walla County, WA",33308
22097,"St. Landry Parish, LA",33305
39147,"Seneca County, OH",33296
48141,"El Paso County, TX",33294
39133,"Portage County, OH",33294
53021,"Franklin County, WA",33294
42133,"York County, PA",33292
29209,"Stone County, MO",33292
29029,"Camden County, MO",33281
33007,"Coos County, NH",33280
6033,"Lake County, CA",33279
26087,"Lapeer County, MI",33279
44007,"Providence County, RI",33275
29085,"Hickory County, MO",33272
29065,"Dent County, MO",33259
51167,"Russell County, VA",33256
40145,"Wagoner County, OK",33255
17113,"McLean County, IL",33254
48441,"Taylor County, TX",33240
18125,"Pike County, IN",33223
29179,"Reynolds County, MO",33221
48283,"La Salle County, TX",33215
26157,"Tuscola County, MI",33214
51678,"Lexington city, VA",33208
18049,"Fulton County, IN",33194
32001,"Churchill County, NV",33187
40127,"Pushmataha County, OK",33185
29017,"Bollinger County, MO",33185
36017,"Chenango County, NY",33185
41021,"Gilliam County, OR",33179
48049,"Brown County, TX",33152
40071,"Kay County, OK",33147
19057,"Des Moines County, IA",33146
29167,"Polk County, MO",33145
2122,"Kenai Peninsula Borough, AK",33143
48419,"Shelby County, TX",33141
40123,"Pontotoc County, OK",33140
36003,"Allegany County, NY",33134
18151,"Steuben County, IN",33133
17087,"Johnson County, IL",33119
36021,"Columbia County, NY",33116
53059,"Skamania County, WA",33110
20021,"Cherokee County, KS",33107
5097,"Montgomery County, AR",33107
24017,"Charles County, MD",33099
39161,"Van Wert County, OH",33099
22075,"Plaquemines Parish, LA",33097
26115,"Monroe County, MI",33072
36093,"Schenectady County, NY",33066
39005,"Ashland County, OH",33064
20175,"Seward County, KS",33063
36007,"Broome County, NY",33063
40063,"Hughes County, OK",33059
39165,"Warren County, OH",33055
48355,"Nueces County, TX",33051
18153,"Sullivan County, IN",33050
5109,"Pike County, AR",33047
16025,"Camas County, ID",33036
17045,"Edgar County, IL",33027
36061,"New York County, NY",33025
51061,"Fauquier County, VA",33020
1129,"Washington County, AL",33004
48201,"Harris County, TX",33001
48279,"Lamb County, TX",33001
40081,"Lincoln County, OK",33000
41025,"Harney County, OR",32992
19163,"Scott County, IA",32982
17057,"Fulton County, IL",32977
48489,"Willacy County, TX",32976
26101,"Manistee County, MI",32969
23011,"Kennebec County, ME",32955
39065,"Hardin County, OH",32954
39041,"Delaware County, OH",32942
29113,"Lincoln County, MO",32936
32029,"Storey County, NV",32936
5133,"Sevier County, AR",32934
26137,"Otsego County, MI",32933
41009,"Columbia County, OR",32928
51187,"Warren County, VA",32926
48363,"Palo Pinto County, TX",32925
5023,"Cleburne County, AR",32921
5105,"Perry County, AR",32921
6099,"Stanislaus County, CA",32905
39167,"Washington County, OH",32898
21171,"Monroe County, KY",32892
6007,"Butte County, CA",32891
47027,"Clay County, TN",32890
26007,"Alpena County, MI",32887
42121,"Venango County, PA",32885
39149,"Shelby County, OH",32881
18157,"Tippecanoe County, IN",32880
40097,"Mayes County, OK",32873
41053,"Polk County, OR",32869
5009,"Boone County, AR",32862
33001,"Belknap County, NH",32855
48407,"San Jacinto County, TX",32852
54057,"Mineral County, WV",32850
5121,"Randolph County, AR",32849
5049,"Fulton County, AR",32846
40147,"Washington County, OK",32845
35041,"Roosevelt County, NM",32844
54087,"Roane County, WV",32842
23013,"Knox County, ME",32841
48261,"Kenedy County, TX",32839
5127,"Scott County, AR",32839
51185,"Tazewell County, VA",32837
41015,"Curry County, OR",32836
41059,"Umatilla County, OR",32833
39077,"Huron County, OH",32831
50009,"Essex County, VT",32826
22043,"Grant Parish, LA",32822
21135,"Lewis County, KY",32803
9009,"New Haven County, CT",32802
54085,"Ritchie County, WV",32794
36011,"Cayuga County, NY",32787
41071,"Yamhill County, OR",32786
17005,"Bond County, IL",32785
30033,"Garfield County, MT",32770
36105,"Sullivan County, NY",32766
48479,"Webb County, TX",32761
48031,"Blanco County, TX",32754
36117,"Wayne County, NY",32754
36033,"Franklin County, NY",32749
54019,"Fayette County, WV",32741
53053,"Pierce County, WA",32739
29071,"Franklin County, MO",32732
12035,"Flagler County, FL",32731
48445,"Terry County, TX",32728
5117,"Prairie County, AR",32726
5047,"Franklin County, AR",32726
39171,"Williams County, OH",32725
48345,"Motley County, TX",32724
18031,"Decatur County, IN",32722
17181,"Union County, IL",32716
41033,"Josephine County, OR",32713
39063,"Hancock County, OH",32704
18029,"Dearborn County, IN",32701
22055,"Lafayette Parish, LA",32699
29141,"Morgan County, MO",32692
48373,"Polk County, TX",32688
6087,"Santa Cruz County, CA",32688
72047,"Corozal Municipio, PR",32688
48451,"Tom Green County, TX",32684
5135,"Sharp County, AR",32681
48035,"Bosque County, TX",32671
21001,"Adair County, KY",32671
53009,"Clallam County, WA",32669
53027,"Grays Harbor County, WA",32666
36045,"Jefferson County, NY",32666
23009,"Hancock County, ME",32666
29213,"Taney County, MO",32663
29215,"Texas County, MO",32657
36013,"Chautauqua County, NY",32654
12117,"Seminole County, FL",32654
18025,"Crawford County, IN",32649
